Index,DeployID,Ptt,Instr,GeoDay,GeoTime,GeoLong,GeoLongError,GeoLat,GeoLatMSD,GeoLatU,GeoLatSError,GeoLatNError,Day,Time,Time Offset,Count,InitLocQ,InitLocTime,InitLat,InitLong,SSTTime,SSTDepth,SSTTemp,Type,Delta,MinDepth,MaxDepth,AttenShallow,AttenDeep,TravelMetric,FoundPrevious,K,LL0,Depth0,LL1,Depth1,LL2,Depth2,LL3,Depth3,LL4,Depth4,LL5,Depth5,LL6,Depth6,LL7,Depth7,LL8,Depth8,LL9,Depth9,LL10,Depth10,LL11,Depth11
,215398,215398,MINIPAT,,,,,,,,,,27-Jun-2021,03:00:00,0,,,27-Jun-2021 03:00,99,0,,,,Begin
,215398,215398,MINIPAT,,,,,,,,,,25-Sep-2021,20:00:00,15,,,25-Sep-2021 20:00,57.3388,0,,,,End
0,215398,215398,MINIPAT,28-Jun-2021,11:14:40,-167.8334,0.8194898,55.5,3.700735,9.251837,1.5,1,28-Jun-2021,06:43:45,0,2,,,,,28-Jun-2021 13:00,16.0,5.70,Dusk,900,48,48,,,,,17444,106,,101,,96,,91,,89,,82,,75,,67,,60,,
1,215398,215398,MINIPAT,,,,,,,,,,28-Jun-2021,13:58:45,0,2,,,,,28-Jun-2021 13:00,16.0,5.70,Dawn,750,48,48,,,,,18889,71,,77,,82,,82,,85,,98,,97,,108,,101,,
2,215398,215398,MINIPAT,29-Jun-2021,23:23:06,-169.8946,2.500808,55,5.559659,16.67898,2,1,29-Jun-2021,13:46:15,0,4,,,,,29-Jun-2021 14:00,15.0,5.30,Dawn,300,48,48,,,,,25410,61,,66,,72,,73,,74,,80,,84,,87,,94,,
3,215398,215398,MINIPAT,,,,,,,,,,30-Jun-2021,06:22:30,1,1,,,,,30-Jun-2021 06:00,18.0,5.00,Dusk,1500,48,48,,,,,51179,126,,119,,111,,93,,95,,84,,64,,58,,48,,
4,215398,215398,MINIPAT,,,,,,,,,,30-Jun-2021,08:03:45,1,4,,,,,29-Jun-2021 14:00,15.0,5.30,Dusk,450,48,48,,,,,35793,95,,91,,87,,85,,79,,69,,67,,63,,62,,
5,215398,215398,MINIPAT,,,,,,,,,,30-Jun-2021,12:40:00,1,1,,,,,30-Jun-2021 06:00,18.0,5.00,Dawn,1800,48,48,,,,,61179,52,,55,,58,,-57,,70,,95,,97,,102,,113,,
6,215398,215398,MINIPAT,,,,,,,,,,01-Jul-2021,06:40:00,1,2,,,,,01-Jul-2021 14:00,18.0,5.70,Dusk,1350,48,48,,,,,48899,128,,124,,109,,108,,97,,74,,66,,55,,49,,
7,215398,215398,MINIPAT,,,,,,,,,,01-Jul-2021,13:46:15,1,2,,,,,01-Jul-2021 14:00,18.0,5.70,Dawn,1350,48,48,,,,,49829,56,,69,,77,,92,,92,,99,,112,,126,,134,,
8,215398,215398,MINIPAT,,,,,,,,,,03-Jul-2021,08:12:30,1,3,,,,,03-Jul-2021 07:00,16.0,5.80,Dusk,600,48,48,,,,,10007,115,,107,,94,,91,,85,,76,,67,,59,,54,,
9,215398,215398,MINIPAT,,,,,,,,,,03-Jul-2021,13:06:15,1,3,,,,,03-Jul-2021 07:00,16.0,5.80,Dawn,600,48,48,,,,,15725,55,,60,,65,,75,,79,,87,,100,,108,,111,,
